tenure,monthly_charges,total_charges,contract_type,tech_support,internet_service,payment_method,num_support_calls,senior_citizen,paperless_billing,churn
61,31.99,1935.01,Month-to-month,No,DSL,Credit card,1,1,Yes,1
43,93.49,3849.34,Month-to-month,Yes,Fiber optic,Electronic check,3,1,No,1
42,73.15,2806.56,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,0
25,48.79,1164.56,Month-to-month,No,Fiber optic,Credit card,2,0,No,1
39,69.28,2480.63,One year,No,Fiber optic,Credit card,0,0,Yes,0
35,49.99,1708.97,Two year,Yes,Fiber optic,Bank transfer,1,0,No,0
3,79.61,238.05,Two year,No,Fiber optic,Electronic check,1,1,Yes,1
44,63.38,2610.47,Month-to-month,No,No,Electronic check,0,0,No,0
51,36.44,1753.42,Two year,No,DSL,Mailed check,5,0,No,0
12,31.66,357.94,Month-to-month,Yes,Fiber optic,Electronic check,0,0,No,0
19,74.67,1317.33,Month-to-month,No,Fiber optic,Mailed check,4,0,Yes,1
44,110.24,4750.73,Two year,Yes,Fiber optic,Credit card,0,1,Yes,0
59,54.4,3086.91,One year,Yes,DSL,Credit card,0,0,No,0
49,93.3,4143.81,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
61,85.87,5153.64,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,1
17,113.16,1767.34,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
57,102.1,5807.57,One year,No,DSL,Bank transfer,0,0,Yes,0
55,76.66,3953.48,Month-to-month,No,No,Credit card,1,1,Yes,0
47,85.7,3873.41,Two year,Yes,Fiber optic,Mailed check,1,0,Yes,0
12,109.84,1196.53,Month-to-month,No,Fiber optic,Mailed check,2,1,Yes,1
62,59.95,3473.32,Month-to-month,Yes,Fiber optic,Credit card,0,0,Yes,0
8,52.68,413.11,Month-to-month,Yes,No,Electronic check,3,1,Yes,0
21,21.08,419.54,Month-to-month,No,DSL,Credit card,3,0,Yes,1
70,102.66,7117.65,Month-to-month,No,DSL,Mailed check,3,0,No,0
25,100.1,2396.18,One year,No,Fiber optic,Electronic check,1,0,Yes,0
12,30.45,362.79,Two year,No,Fiber optic,Bank transfer,0,1,No,0
15,77.69,1163.32,Two year,Yes,DSL,Electronic check,1,0,Yes,0
59,66.4,3703.66,Two year,Yes,No,Bank transfer,2,0,Yes,0
26,31.87,792.59,Two year,No,Fiber optic,Mailed check,2,1,Yes,1
26,118.06,3018.89,One year,Yes,Fiber optic,Credit card,1,0,Yes,1
47,41.47,1797.36,Two year,Yes,DSL,Credit card,1,0,No,0
32,26.72,843.21,Month-to-month,No,DSL,Credit card,1,0,Yes,0
10,79.48,762.37,Month-to-month,Yes,Fiber optic,Credit card,3,0,No,1
16,93.89,1461.0,Month-to-month,Yes,No,Credit card,1,0,No,0
71,23.24,1498.21,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
17,85.87,1425.66,Month-to-month,No,No,Mailed check,1,0,Yes,1
23,73.23,1568.21,Two year,No,No,Credit card,2,0,Yes,0
26,30.33,773.22,Month-to-month,No,Fiber optic,Electronic check,0,0,No,1
7,37.25,247.95,Month-to-month,No,Fiber optic,Credit card,2,0,No,1
14,76.8,997.21,Month-to-month,No,Fiber optic,Bank transfer,4,0,No,1
7,49.64,345.84,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
9,113.83,1000.4,Month-to-month,Yes,DSL,Bank transfer,2,0,No,1
48,101.87,4882.76,Month-to-month,Yes,Fiber optic,Bank transfer,1,1,No,1
59,118.36,6539.43,Month-to-month,No,DSL,Credit card,0,1,Yes,0
39,45.97,1729.94,Month-to-month,No,No,Bank transfer,5,0,Yes,1
18,116.97,2023.68,One year,No,No,Electronic check,0,1,Yes,1
59,63.12,3607.72,One year,No,DSL,Credit card,0,1,Yes,0
17,54.75,841.24,Month-to-month,No,DSL,Bank transfer,2,0,No,1
14,25.03,325.6,Month-to-month,No,Fiber optic,Credit card,3,0,Yes,1
31,25.28,776.57,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
24,89.2,2017.45,One year,Yes,DSL,Credit card,1,0,Yes,0
60,65.79,3931.86,Month-to-month,No,Fiber optic,Mailed check,0,1,Yes,1
45,42.65,1768.3,Month-to-month,Yes,DSL,Bank transfer,1,0,Yes,1
3,81.4,244.14,One year,No,DSL,Mailed check,2,0,No,0
37,45.29,1625.05,Month-to-month,No,DSL,Electronic check,2,0,Yes,0
43,77.76,3268.91,Month-to-month,No,DSL,Electronic check,1,0,Yes,1
40,55.92,2101.89,Month-to-month,No,Fiber optic,Mailed check,3,0,No,1
55,102.36,5577.45,Two year,No,No,Bank transfer,1,1,Yes,0
39,102.07,3799.79,Two year,Yes,Fiber optic,Credit card,1,0,Yes,1
15,67.74,983.68,One year,Yes,Fiber optic,Electronic check,0,1,Yes,0
4,55.08,200.38,Month-to-month,No,DSL,Electronic check,3,0,Yes,0
25,56.26,1354.7,Month-to-month,No,Fiber optic,Electronic check,6,0,Yes,1
13,100.57,1291.6,Two year,No,DSL,Bank transfer,4,0,Yes,0
33,52.82,1599.83,Two year,Yes,Fiber optic,Mailed check,2,1,Yes,0
16,40.91,637.39,Month-to-month,No,No,Mailed check,1,0,No,1
42,28.47,1079.2,Two year,No,DSL,Bank transfer,0,0,Yes,1
66,66.67,4367.75,Month-to-month,No,Fiber optic,Electronic check,0,0,No,1
55,68.21,3745.14,Month-to-month,No,DSL,Bank transfer,2,1,Yes,1
42,104.09,4089.44,One year,No,Fiber optic,Bank transfer,4,0,Yes,0
34,42.12,1304.21,Month-to-month,No,DSL,Mailed check,1,0,No,0
30,58.1,1683.49,Two year,No,Fiber optic,Bank transfer,2,0,Yes,1
13,100.84,1183.74,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
13,102.36,1261.82,Month-to-month,Yes,Fiber optic,Electronic check,2,1,Yes,1
18,58.46,975.65,Two year,No,Fiber optic,Credit card,0,1,No,0
32,65.91,1998.04,Two year,Yes,DSL,Electronic check,0,0,Yes,0
39,50.33,1770.17,Month-to-month,Yes,Fiber optic,Mailed check,3,1,Yes,1
46,113.26,4715.85,Month-to-month,No,No,Credit card,0,0,Yes,0
29,31.86,833.02,One year,Yes,Fiber optic,Electronic check,2,0,No,1
62,113.37,6761.23,Month-to-month,No,DSL,Bank transfer,2,1,Yes,0
62,88.39,5239.1,Two year,No,DSL,Bank transfer,1,0,Yes,0
57,73.16,3850.34,Two year,No,No,Credit card,2,0,Yes,0
16,23.27,359.16,Month-to-month,No,Fiber optic,Credit card,0,0,No,1
56,67.56,3739.55,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,Yes,0
10,60.77,563.78,Month-to-month,No,DSL,Mailed check,5,0,Yes,0
30,36.12,1065.39,Two year,Yes,Fiber optic,Electronic check,3,0,No,0
25,85.64,2068.74,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
5,117.12,529.02,Month-to-month,No,No,Electronic check,0,0,No,0
65,76.22,4644.73,Month-to-month,Yes,No,Electronic check,2,0,No,0
49,91.48,4261.87,One year,No,DSL,Electronic check,0,1,No,0
3,26.85,78.39,Month-to-month,No,Fiber optic,Electronic check,0,0,Yes,1
45,61.77,2581.5,Month-to-month,No,DSL,Mailed check,2,0,Yes,0
14,31.64,442.2,Two year,No,Fiber optic,Mailed check,0,0,Yes,0
30,81.28,2361.48,Two year,Yes,No,Mailed check,2,0,No,1
68,113.85,7256.24,One year,No,Fiber optic,Bank transfer,3,0,No,0
18,86.18,1411.17,Month-to-month,No,DSL,Bank transfer,1,0,Yes,1
62,27.68,1575.67,Month-to-month,No,DSL,Bank transfer,1,1,No,0
37,55.47,1947.23,One year,Yes,No,Mailed check,3,1,No,0
25,75.07,1781.92,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
48,60.32,2828.11,Two year,Yes,Fiber optic,Mailed check,4,0,Yes,0
65,103.36,6534.43,One year,Yes,DSL,Bank transfer,1,0,Yes,0
53,101.47,4948.36,Month-to-month,No,DSL,Credit card,7,1,Yes,1
15,81.18,1168.38,Two year,No,No,Bank transfer,2,0,No,0
49,57.35,2534.93,Two year,No,Fiber optic,Electronic check,4,0,No,1
68,45.53,2909.83,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,1
12,30.59,358.42,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
59,55.49,3077.31,Month-to-month,Yes,Fiber optic,Credit card,4,0,Yes,1
37,61.32,2231.54,Month-to-month,No,DSL,Electronic check,1,0,No,1
61,87.58,5329.64,Month-to-month,Yes,DSL,Mailed check,1,0,No,1
43,85.82,3545.31,One year,No,Fiber optic,Credit card,5,0,Yes,0
70,27.01,1729.05,Two year,Yes,Fiber optic,Bank transfer,0,0,Yes,0
39,59.53,2177.65,Month-to-month,Yes,Fiber optic,Electronic check,1,1,Yes,1
56,38.18,1926.3,Month-to-month,No,No,Credit card,0,1,Yes,1
63,35.68,2158.54,One year,Yes,Fiber optic,Electronic check,1,0,No,0
46,102.73,4641.26,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
11,24.19,256.24,Two year,No,No,Mailed check,5,0,Yes,0
62,61.92,3756.92,Month-to-month,Yes,Fiber optic,Mailed check,2,0,Yes,1
25,36.82,902.08,Month-to-month,Yes,Fiber optic,Bank transfer,4,0,Yes,0
71,107.93,7548.86,Month-to-month,Yes,Fiber optic,Credit card,1,0,Yes,0
52,75.7,3647.73,One year,No,Fiber optic,Mailed check,3,0,Yes,1
4,43.14,170.34,Month-to-month,No,DSL,Bank transfer,0,0,No,1
59,70.24,4000.81,One year,No,Fiber optic,Mailed check,0,0,Yes,0
20,93.15,1730.68,Month-to-month,No,No,Mailed check,3,0,Yes,0
63,115.81,7286.76,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,0
54,42.04,2258.85,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,0
57,108.62,5927.86,Two year,Yes,DSL,Mailed check,3,0,Yes,0
41,113.43,4577.71,Two year,No,DSL,Bank transfer,2,0,No,0
3,111.64,310.19,Month-to-month,No,DSL,Bank transfer,2,0,Yes,0
6,83.54,471.97,Month-to-month,No,DSL,Mailed check,2,0,Yes,0
5,82.98,381.04,Month-to-month,Yes,No,Mailed check,3,0,Yes,0
5,60.32,287.13,Month-to-month,Yes,Fiber optic,Electronic check,1,0,No,0
54,95.24,4883.76,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,0
47,73.13,3166.55,Two year,Yes,Fiber optic,Mailed check,4,0,Yes,0
49,87.74,4158.59,Two year,No,DSL,Electronic check,1,0,Yes,0
9,62.85,515.75,Month-to-month,No,No,Credit card,3,0,Yes,1
20,93.15,1688.19,Month-to-month,No,Fiber optic,Mailed check,4,0,Yes,1
61,102.45,5865.05,Two year,Yes,DSL,Bank transfer,1,0,Yes,0
35,34.64,1140.85,Two year,No,Fiber optic,Credit card,2,0,Yes,0
50,103.29,4813.18,Month-to-month,No,No,Bank transfer,2,0,Yes,1
62,74.03,4249.27,Month-to-month,No,No,Electronic check,0,0,Yes,1
17,104.47,1658.56,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,0
3,63.13,173.55,Month-to-month,Yes,No,Electronic check,1,1,Yes,1
32,57.9,1742.27,Month-to-month,Yes,DSL,Mailed check,0,1,Yes,1
13,111.51,1435.8,Month-to-month,Yes,DSL,Mailed check,1,0,Yes,1
68,45.12,2830.2,One year,No,No,Bank transfer,2,0,Yes,0
14,104.42,1415.75,Month-to-month,No,No,Electronic check,1,0,Yes,1
11,68.4,687.83,Month-to-month,Yes,Fiber optic,Bank transfer,4,1,No,1
56,71.41,3740.59,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
67,50.85,3175.68,Two year,Yes,No,Bank transfer,1,0,No,0
29,77.3,2227.58,Two year,Yes,Fiber optic,Electronic check,2,0,Yes,0
9,52.52,445.64,Month-to-month,Yes,No,Mailed check,1,0,Yes,1
67,23.93,1553.68,Month-to-month,Yes,Fiber optic,Mailed check,2,0,Yes,0
25,47.2,1133.09,Two year,No,No,Electronic check,0,0,Yes,0
42,20.64,792.42,Month-to-month,Yes,No,Mailed check,3,0,Yes,0
9,117.84,1054.15,Month-to-month,No,DSL,Electronic check,0,0,Yes,1
40,116.57,4357.79,Month-to-month,No,No,Electronic check,0,1,No,1
25,59.52,1345.86,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
5,92.84,431.73,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,1
11,54.58,560.49,Two year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
59,87.11,4673.21,One year,Yes,DSL,Electronic check,2,0,No,0
38,100.54,3675.33,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,0
5,114.68,535.94,Two year,Yes,No,Credit card,0,0,No,0
48,60.02,2774.12,Month-to-month,No,DSL,Electronic check,0,1,Yes,1
18,98.33,1594.14,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,0
70,46.59,3255.45,One year,No,No,Mailed check,2,0,Yes,0
37,119.03,4038.8,One year,No,Fiber optic,Mailed check,2,0,No,0
60,22.58,1308.65,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,1
48,80.35,3747.18,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
28,85.95,2207.24,One year,No,Fiber optic,Bank transfer,1,0,No,1
69,88.8,5582.93,One year,No,Fiber optic,Mailed check,1,0,Yes,0
40,32.04,1172.99,One year,No,No,Bank transfer,0,0,Yes,0
45,113.85,4737.38,Month-to-month,No,Fiber optic,Bank transfer,0,0,Yes,1
62,38.12,2166.86,Month-to-month,Yes,No,Credit card,0,1,No,1
58,82.28,4616.66,Month-to-month,Yes,Fiber optic,Credit card,2,0,Yes,1
67,42.27,2668.06,Month-to-month,Yes,DSL,Electronic check,0,0,Yes,0
56,50.72,2709.04,Two year,Yes,Fiber optic,Credit card,2,0,Yes,0
40,74.65,2701.53,Month-to-month,Yes,Fiber optic,Mailed check,2,1,Yes,1
40,61.72,2434.55,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
33,36.02,1090.07,One year,No,DSL,Electronic check,4,0,Yes,1
6,37.09,208.3,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
19,61.81,1065.4,Month-to-month,No,DSL,Bank transfer,3,0,Yes,1
40,95.73,3498.66,Two year,No,DSL,Bank transfer,2,0,Yes,0
59,109.8,6261.7,Two year,Yes,Fiber optic,Electronic check,1,0,Yes,0
59,28.41,1624.66,One year,Yes,DSL,Credit card,5,0,No,0
48,59.31,2754.92,Month-to-month,No,Fiber optic,Credit card,5,0,Yes,1
41,30.02,1175.7,One year,Yes,DSL,Credit card,0,0,No,0
13,21.66,280.24,One year,Yes,DSL,Electronic check,3,0,Yes,0
45,86.17,3686.55,Month-to-month,Yes,Fiber optic,Electronic check,2,0,Yes,1
53,80.24,4018.57,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,1
42,36.3,1409.88,Two year,No,No,Electronic check,3,0,No,0
63,43.38,2486.66,Month-to-month,No,DSL,Electronic check,2,0,No,0
27,22.37,576.7,One year,No,Fiber optic,Credit card,2,0,Yes,0
38,103.49,3663.19,Month-to-month,No,No,Electronic check,1,0,Yes,0
60,117.47,6712.72,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,1
7,33.55,216.21,Month-to-month,Yes,DSL,Electronic check,0,0,Yes,0
5,43.15,212.26,Two year,Yes,Fiber optic,Credit card,1,0,No,0
45,106.84,4807.65,Month-to-month,Yes,Fiber optic,Mailed check,3,1,Yes,1
58,112.65,6090.98,Month-to-month,No,No,Mailed check,1,0,No,0
31,61.96,1890.47,One year,No,No,Credit card,3,0,Yes,0
23,25.06,569.06,One year,No,DSL,Mailed check,1,0,Yes,0
42,23.94,1005.09,Two year,Yes,No,Mailed check,2,0,No,0
10,77.39,723.03,Month-to-month,No,DSL,Credit card,0,0,Yes,0
32,59.29,1850.99,Month-to-month,No,DSL,Electronic check,0,0,Yes,0
53,22.87,1118.63,Two year,No,No,Electronic check,0,0,Yes,0
30,78.33,2261.73,One year,No,DSL,Credit card,2,0,Yes,0
39,21.13,799.75,Month-to-month,No,DSL,Bank transfer,1,0,Yes,1
31,98.74,2981.7,Month-to-month,No,DSL,Bank transfer,4,0,No,0
2,50.64,93.25,Two year,No,Fiber optic,Mailed check,1,0,No,0
12,24.03,284.0,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,1
39,78.84,2896.72,One year,No,Fiber optic,Mailed check,1,0,No,0
66,59.77,3635.69,Month-to-month,Yes,DSL,Electronic check,3,0,Yes,1
13,117.38,1456.13,Month-to-month,Yes,Fiber optic,Credit card,0,0,Yes,1
46,74.42,3376.54,One year,No,No,Electronic check,5,0,Yes,1
27,47.52,1278.82,Month-to-month,No,No,Credit card,0,0,No,0
17,90.94,1507.05,Month-to-month,Yes,DSL,Bank transfer,0,0,No,1
60,47.15,2547.69,Month-to-month,No,No,Electronic check,0,0,Yes,1
64,110.42,6455.38,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,0
35,57.47,1825.65,One year,No,DSL,Mailed check,3,0,Yes,0
70,74.99,4777.5,Two year,No,DSL,Credit card,0,0,Yes,0
30,25.06,705.42,One year,No,DSL,Bank transfer,0,0,Yes,0
71,62.61,4151.25,Month-to-month,No,Fiber optic,Electronic check,3,0,Yes,1
63,103.24,5927.65,Month-to-month,Yes,DSL,Credit card,3,0,No,1
28,100.56,2782.52,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,0
60,42.43,2447.9,Two year,Yes,DSL,Electronic check,0,1,Yes,0
37,42.61,1544.48,Two year,No,No,Credit card,0,0,Yes,0
22,101.73,2097.41,Two year,No,DSL,Mailed check,2,0,No,0
68,113.04,7233.38,Month-to-month,No,No,Electronic check,1,0,No,1
20,29.54,550.49,Month-to-month,Yes,No,Credit card,4,0,Yes,1
68,65.01,4172.43,Month-to-month,Yes,DSL,Bank transfer,1,1,Yes,1
64,53.75,3305.97,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,0
17,107.07,1727.9,Month-to-month,No,DSL,Mailed check,3,0,No,1
12,28.35,334.69,Two year,No,No,Electronic check,0,0,Yes,1
22,41.11,895.39,Month-to-month,Yes,Fiber optic,Mailed check,2,0,Yes,0
17,95.25,1533.38,Month-to-month,No,DSL,Credit card,1,0,Yes,1
10,25.13,232.19,Month-to-month,No,DSL,Bank transfer,0,1,Yes,1
65,69.25,4476.58,Two year,Yes,Fiber optic,Mailed check,1,0,No,0
22,64.21,1375.19,One year,No,No,Electronic check,1,0,Yes,0
50,53.44,2575.84,One year,No,Fiber optic,Credit card,2,0,No,0
14,59.46,811.25,Two year,No,No,Electronic check,1,0,Yes,0
64,72.99,4239.72,Month-to-month,Yes,Fiber optic,Mailed check,2,0,Yes,0
47,36.14,1540.21,One year,Yes,DSL,Bank transfer,1,0,No,0
29,77.2,2049.2,Month-to-month,Yes,No,Bank transfer,1,0,No,0
36,100.54,3310.86,Month-to-month,Yes,DSL,Mailed check,2,0,No,0
52,96.02,4703.78,Two year,Yes,No,Electronic check,4,0,Yes,0
7,35.39,226.86,One year,No,Fiber optic,Electronic check,0,0,Yes,0
29,34.92,997.95,Month-to-month,No,DSL,Electronic check,2,0,No,1
11,46.82,493.29,Month-to-month,No,Fiber optic,Electronic check,1,0,No,0
33,56.11,1734.66,Month-to-month,Yes,No,Bank transfer,0,0,No,0
6,60.85,331.13,Month-to-month,No,No,Electronic check,4,0,Yes,1
32,87.97,2699.91,Month-to-month,No,DSL,Mailed check,0,0,Yes,1
51,25.67,1193.51,Month-to-month,No,DSL,Mailed check,2,0,Yes,1
58,23.47,1326.31,Month-to-month,No,Fiber optic,Mailed check,0,0,No,0
26,59.19,1508.59,Two year,No,Fiber optic,Mailed check,2,0,No,0
46,89.72,3938.91,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
29,39.34,1043.84,Month-to-month,Yes,DSL,Bank transfer,2,1,Yes,0
4,84.15,329.43,Month-to-month,No,No,Credit card,2,0,Yes,0
13,45.98,556.37,Two year,Yes,Fiber optic,Electronic check,0,0,Yes,0
39,108.61,3906.52,Month-to-month,Yes,No,Credit card,0,0,Yes,1
15,109.57,1556.53,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,No,1
29,49.73,1431.01,Month-to-month,Yes,Fiber optic,Electronic check,2,0,Yes,1
29,43.0,1159.38,One year,Yes,No,Credit card,2,1,Yes,0
32,61.13,1937.69,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
2,44.05,79.76,Two year,Yes,No,Credit card,2,0,No,0
47,87.24,3724.5,Two year,No,No,Mailed check,1,0,Yes,1
22,102.61,2189.37,One year,Yes,Fiber optic,Mailed check,1,0,No,0
27,87.31,2166.56,One year,No,Fiber optic,Bank transfer,0,0,No,0
67,102.44,6394.44,Month-to-month,Yes,DSL,Bank transfer,1,0,Yes,0
56,59.7,3054.47,Month-to-month,No,DSL,Credit card,1,0,Yes,1
21,35.63,698.27,Two year,No,DSL,Bank transfer,0,0,No,0
47,93.8,4091.38,Month-to-month,No,DSL,Mailed check,2,0,Yes,0
59,56.05,3219.76,Month-to-month,No,DSL,Mailed check,1,0,Yes,1
6,87.13,507.2,One year,Yes,DSL,Electronic check,1,0,No,0
19,47.06,890.11,Month-to-month,No,Fiber optic,Credit card,1,1,No,1
57,28.12,1558.67,One year,No,Fiber optic,Bank transfer,0,0,Yes,0
69,119.26,7977.81,One year,No,DSL,Bank transfer,0,0,Yes,0
3,35.62,103.59,Month-to-month,No,DSL,Bank transfer,3,0,No,0
1,118.84,117.45,Two year,Yes,Fiber optic,Credit card,1,0,Yes,1
58,117.73,6347.79,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
38,99.38,3512.12,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,Yes,0
15,85.94,1255.74,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
34,77.78,2440.55,One year,Yes,No,Mailed check,2,0,No,0
61,106.61,6445.99,One year,No,Fiber optic,Bank transfer,6,0,No,1
35,48.94,1633.21,Month-to-month,Yes,Fiber optic,Electronic check,0,0,No,1
64,66.77,3974.2,One year,Yes,No,Mailed check,3,0,No,0
25,81.94,2002.63,Month-to-month,No,No,Mailed check,2,0,Yes,0
24,61.12,1366.01,Two year,No,Fiber optic,Mailed check,3,0,Yes,0
12,62.75,750.23,Month-to-month,No,Fiber optic,Electronic check,1,0,Yes,1
18,53.03,952.92,One year,Yes,DSL,Mailed check,1,1,Yes,0
15,76.42,1108.1,Month-to-month,Yes,Fiber optic,Credit card,4,0,Yes,1
27,105.06,2585.19,Month-to-month,No,No,Credit card,3,0,Yes,1
60,40.15,2231.51,Month-to-month,No,Fiber optic,Credit card,1,1,Yes,1
46,113.44,4965.37,Two year,No,No,Mailed check,1,0,Yes,0
17,88.91,1489.02,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,0
53,102.33,4981.41,Two year,No,No,Mailed check,0,0,Yes,0
8,75.62,550.78,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
27,97.95,2399.88,Month-to-month,No,DSL,Credit card,0,0,Yes,0
46,21.62,945.49,Month-to-month,No,Fiber optic,Bank transfer,2,1,Yes,1
50,101.84,5033.29,Two year,No,DSL,Bank transfer,2,0,No,0
71,24.01,1541.46,Month-to-month,No,DSL,Mailed check,3,1,No,1
3,108.99,301.22,Two year,No,No,Electronic check,3,0,Yes,0
64,119.2,7394.79,Two year,Yes,DSL,Mailed check,2,0,No,0
44,49.41,2136.18,Two year,Yes,Fiber optic,Bank transfer,2,0,No,0
53,41.03,2132.71,Month-to-month,Yes,DSL,Credit card,2,1,Yes,0
24,96.54,2267.16,One year,No,DSL,Bank transfer,3,0,Yes,0
60,45.3,2481.48,One year,Yes,No,Credit card,3,0,No,0
3,106.56,300.41,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
20,30.28,604.68,One year,No,Fiber optic,Electronic check,3,0,Yes,1
46,32.6,1497.93,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,1
15,117.92,1698.48,Month-to-month,No,Fiber optic,Mailed check,3,0,Yes,1
25,87.38,2120.99,Month-to-month,No,No,Electronic check,2,0,Yes,1
71,104.69,7396.78,Month-to-month,No,Fiber optic,Credit card,0,1,Yes,0
17,52.43,842.28,Month-to-month,No,Fiber optic,Bank transfer,1,0,Yes,1
9,87.65,720.76,Month-to-month,No,No,Mailed check,0,0,Yes,1
38,79.42,2918.05,One year,No,DSL,Electronic check,6,0,No,1
48,80.32,3839.98,Month-to-month,Yes,Fiber optic,Mailed check,0,1,Yes,0
60,88.25,5134.67,Month-to-month,No,No,Bank transfer,0,0,Yes,0
63,77.54,4788.94,Month-to-month,Yes,Fiber optic,Mailed check,0,0,Yes,1
2,62.91,118.56,One year,Yes,No,Electronic check,1,0,Yes,0
11,47.59,476.19,One year,No,Fiber optic,Mailed check,1,0,No,0
64,96.86,5683.83,One year,Yes,No,Bank transfer,1,1,Yes,0
21,42.63,893.68,One year,No,No,Electronic check,1,1,Yes,0
18,89.24,1524.91,Month-to-month,No,DSL,Credit card,5,0,Yes,1
64,43.33,2499.14,One year,No,DSL,Electronic check,3,0,Yes,0
38,82.53,3122.14,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
32,94.71,2878.51,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
11,41.87,453.03,One year,Yes,DSL,Credit card,1,0,Yes,0
45,25.99,1116.74,Month-to-month,No,DSL,Credit card,1,0,Yes,1
33,33.1,994.18,One year,No,DSL,Mailed check,0,0,No,0
41,80.6,3177.56,One year,No,No,Bank transfer,1,1,Yes,1
8,104.94,839.3,Month-to-month,No,Fiber optic,Electronic check,0,0,Yes,1
11,24.5,243.49,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,No,0
51,93.42,4689.04,Month-to-month,Yes,DSL,Credit card,4,0,No,0
41,54.13,2049.66,Two year,Yes,Fiber optic,Electronic check,1,0,Yes,0
17,67.85,1083.54,One year,Yes,DSL,Electronic check,0,0,No,0
46,112.89,4867.19,Month-to-month,No,DSL,Mailed check,1,0,No,1
32,53.2,1685.17,Month-to-month,No,No,Bank transfer,0,0,Yes,0
54,66.53,3414.6,One year,Yes,No,Electronic check,1,0,Yes,0
20,21.37,403.77,Two year,No,DSL,Mailed check,2,0,Yes,0
33,28.16,912.37,Month-to-month,No,DSL,Bank transfer,0,1,Yes,1
40,45.86,1659.93,Month-to-month,Yes,DSL,Credit card,0,0,Yes,0
32,22.79,662.66,Two year,Yes,Fiber optic,Credit card,0,1,Yes,0
2,83.14,150.01,Month-to-month,No,DSL,Bank transfer,0,1,No,1
33,62.64,2002.62,Month-to-month,No,DSL,Electronic check,0,1,Yes,0
30,74.81,2137.83,Two year,No,DSL,Electronic check,1,1,Yes,0
33,37.46,1220.85,One year,Yes,Fiber optic,Credit card,4,0,Yes,0
26,49.59,1224.68,Month-to-month,No,Fiber optic,Credit card,2,1,No,0
22,86.38,1752.48,Month-to-month,Yes,Fiber optic,Electronic check,2,0,No,1
66,116.53,7541.12,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,Yes,0
38,25.04,884.37,Month-to-month,No,No,Credit card,2,0,Yes,0
46,109.04,4983.58,Two year,Yes,No,Electronic check,2,0,Yes,0
15,77.69,1078.0,Month-to-month,Yes,DSL,Bank transfer,3,0,No,1
44,76.39,3081.42,One year,Yes,DSL,Mailed check,1,0,Yes,0
49,70.03,3257.61,Two year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
61,26.94,1487.31,Month-to-month,No,DSL,Electronic check,2,0,Yes,0
67,28.99,1755.17,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,0
